,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
"Marquese Chriss",,753,1309,1491,2039,,,,,,,,,,,,,,,,,,,,
"Marquis Teague",,73,,,,,,,,,,,,,,,,,,,,,,,
"Martell Webster",36,533,1193,1777,,,,,,,,,,,,,,,,,,,,,
"Marvin Bagley III",,652,1108,1609,2122,,,,,,,,,,,,,,,,,,,,
"Marvin Williams",,672,1511,2696,3541,4361,5037,5616,,,,,,,,,,,,,,,,,
"Maurice Harkless",,625,1217,1375,,,,,,,,,,,,,,,,,,,,,
"Max Christie",,124,,,,,,,,,,,,,,,,,,,,,,,
"Max Zaslofsky",,,,,2040,3340,4406,,,,,,,,,,,,,,,,,,
"Metta World Peace",,48,935,1773,2620,3722,5003,,,,,,,,,12755,,,,,,,,,
"Michael Beasley",,429,1659,3042,3770,4528,5215,,,,,,,,,,,,,,,,,,
"Michael Finley",,,,,,,,,,8384,9806,11501,12708,13693,14485,15233,16091,16873,17197,17306,17306,17306,17306,17306,17306
"Michael Jordan",,,,1411,2387,4538,7415,10288,12908,15519,18073,20589,21541,21541,23544,26057,28441,29277,29277,29277,30492,31621,32292,32292,32292
"Michael Kidd-Gilchrist",,704,1152,1750,,,,,,,,,,,,,,,,,,,,,
"Michael Redd",,,,,,,,5520,7548,8964,10596,11295,11510,11554,,,,,,,,,,,
"Mickey Johnson",,,,,,,,,,,,,,,,12749,,,,,,,,,
"Mike Bibby",,,662,1852,3153,4251,5126,6632,8203,9931,11334,12001,13177,13907,14595,14698,14698,14698,14698,14698,14698,14698,14698,14698,14698
"Mike Conley",,,498,1393,2352,3459,,,6671,,,10050,,11733,12408,13235,14221,14682,14682,14682,14682,14682,14682,14682,14682
"Mike Miller",,,496,1725,2737,3527,,,,7857,,,,,,,,,,,,,,,
"Mike Mitchell",,,,,,,,,7034,8653,10485,12402,13820,14179,15020,15020,15020,15020,15020,15020,15020,15020,15020,15020,15020
"Miles Bridges",,,,1440,,3663,,,,,,,,,,,,,,,,,,,
"Mitch Richmond",,,,,,,,,7104,8091,9914,11781,13653,15748,17371,18354,19639,20237,20497,20497,20497,20497,20497,20497,20497
"Monta Ellis",,,,1606,3242,3716,5347,7276,8457,10034,11594,13107,14228,14858,14858,14858,14858,14858,14858,14858,14858,14858,14858,14858,14858
"Moses Malone",,,,,2227,3960,6289,8495,10681,12753,14285,16308,18304,19755,21363,22995,24582,25593,26791,27014,27312,27407,27407,27407,27407
"Moses Moody",,228,,,,,,,,,,,,,,,,,,,,,,,
"Myles Turner",,505,1638,2554,3489,4255,4866,5485,,,,,,,,,,,,,,,,,
"Nassir Little",,149,,,,,,,,,,,,,,,,,,,,,,,
"Nate Thurmond",,,,,,,,,,,,,11037,12388,13195,13825,14171,14439,14439,14439,14439,14439,14439,14439,14439
"Nate Williams",,,,,,3172,,,,,,,,,,,,,,,,,,,
"Neal Walk",,,,,,,4630,6011,,,,,,,,,,,,,,,,,
"Neil Johnston",,,,,,,,,,8116,9480,9951,,,,,,,,,,,,,
"Nenê",,,839,1747,2275,,,,,,,,,,,,,,,,,,,,
"Nerlens Noel",,,744,1452,,,,,,,,,,,,,,,,,,,,,
"Nico Mannion",,28,,,,,,,,,,,,,,,,,,,,,,,
"Nicolas Batum",,123,,,,,,,,,,,,,,,,,,,,,,,
"Nikola Jokić",,,493,1593,2881,4544,6141,7228,9712,11525,11525,11525,11525,11525,,,,,,,,,,,
"Nikola Jović",,82,,,,,,,,,,,,,,,,,,,,,,,
"Nikola Vučević",,,,,,,,,,,,,11305,12608,13524,13524,13524,13524,13524,13524,13524,13524,13524,13524,13524
"Nikoloz Tskitishvili",,298,,,,,,,,,,,,,,,,,,,,,,,
"Noah Vonleh",,83,,,,,,,,,,,,,,,,,,,,,,,
"Norm Nixon",,,,,,,,,6747,7938,9329,10724,11703,11703,,,,,,,,,,,
"O.J. Mayo",,,,1619,3037,3751,4638,5876,,,,,,,,,,,,,,,,,
"Olumide Oyedeji",,45,,,,,,,,,,,,,,,,,,,,,,,
"Orlando Woolridge",,,,,,,,,,,,,,,12224,12821,13623,13623,13623,13623,13623,13623,13623,13623,13623
"Oscar Robertson",,,,,2719,5121,7363,9705,12098,14530,16655,18743,20710,22271,23907,24917,26130,26712,26712,26712,26712,26712,26712,26712,26712
"Otis Birdsong",,,,,,3600,5614,6752,7373,8412,9680,10869,11779,11906,12509,,,,,,,,,,
"Otis Thorpe",,,,,,,,,,7818,9253,10673,11596,12745,13682,14843,15879,16631,17185,17464,17602,17602,17602,17602,17602
"Ousmane Dieng",,79,,,,,,,,,,,,,,,,,,,,,,,
"Paolo Banchero",,259,971,,,,,,,,,,,,,,,,,,,,,,
"Patrick Ewing",,,,,,,,,,8169,10323,12293,14252,16191,18077,19788,21539,22079,22736,23665,24425,24815,24815,24815,24815
"Patrick Williams",,655,808,1358,,,,,,,,,,,,,,,,,,,,,
"Pau Gasol",,,,1441,2996,4377,5374,7002,8228,9474,11002,12192,13733,14862,15535,16576,18022,19209,20001,20776,20894,20894,20894,20894,20894
"Paul Arizin",,,,,,,,,,,,,11122,12728,14560,16265,16265,16265,16265,16265,16265,16265,16265,16265,16265
"Paul George",,,,1274,2651,4388,4441,6315,8090,9824,11983,12863,14175,15029,15967,15967,15967,15967,15967,15967,15967,15967,15967,15967,15967
"Paul Millsap",,,,,,,,,,,,,,11540,,12973,13720,14146,14503,14536,14536,14536,14536,14536,14536
"Paul Pierce",,,,,2218,4289,6433,8481,10317,12086,14202,15375,16945,18603,19899,21410,22591,24021,25031,25899,26316,26397,26397,26397,26397
"Paul Seymour",,77,,,,,,,,,,,,,,,,,,,,,,,
"Paul Westphal",,,,,,,,,,,9487,10959,11389,11720,12448,12809,,,,,,,,,
"Peja Stojaković",,,,,,,4314,5694,7658,8987,10277,10508,11771,12583,13367,13647,13647,13647,13647,13647,13647,13647,13647,13647,13647
"Pete Maravich",,,,,,,,,7327,9027,10631,12904,14256,15359,15948,15948,15948,15948,15948,15948,15948,15948,15948,15948,15948
"Phil Chenier",,,,1180,2592,4177,5764,7397,8943,9418,9655,9900,,,,,,,,,,,,,
"Purvis Short",,,,,,,,5652,7455,9637,11269,11890,13049,13531,14603,14603,14603,14603,14603,14603,14603,14603,14603,14603,14603
"Quentin Richardson",,,590,1654,2241,3346,4498,,,,,,,,,,,,,,,,,,
"Quintin Dailey",,,,,,3319,4390,,,,,,,,,,,,,,,,,,
"R.J. Hampton",,17,655,,,,,,,,,,,,,,,,,,,,,,
"Randy Smith",,,,,,,,,,,8998,11068,12719,14253,14984,15853,16268,16268,16268,16268,16268,16268,16268,16268,16268
"Rashad Vaughn",,217,,,,,,,,,,,,,,,,,,,,,,,
"Rashard Lewis",,47,721,1872,3067,4463,5884,7341,8909,10251,11727,13128,14141,14809,15026,15311,15579,15579,15579,15579,15579,15579,15579,15579,15579
"Rasheed Wallace",,,,,,,,,,,9008,10096,11241,12450,13376,14355,15150,15860,15860,15860,16006,16006,16006,16006,16006
"Ray Allen",,,,,2704,3560,5369,7175,8678,10391,11678,13545,15500,16954,18227,19661,20965,22286,22941,23804,24505,24505,24505,24505,24505
"Raymond Felton",,,,,2041,3181,4343,,,,,,,,,,,,,,,,,,
"Reggie Lewis",,,,,,,,,,7902,,,,,,,,,,,,,,,
"Reggie Miller",,,,,,,,5874,7569,9305,10879,12467,14073,15824,17402,18322,19792,21319,22623,23505,24305,25279,25279,25279,25279
"Reggie Theus",,,,1338,3017,4547,6055,8008,8753,10094,11597,13197,14771,16067,17505,19015,19015,19015,19015,19015,19015,19015,19015,19015,19015
"Rex Chapman",,,,1267,2212,3314,,,,,,,,,,,,,,,,,,,
"Richard Hamilton",,,,,,,,5881,7258,8805,10375,11730,12806,13706,14579,15048,15644,15708,15708,15708,15708,15708,15708,15708,15708
"Richard Jefferson",,,,,,3499,,5753,,8507,10114,11108,11999,12577,12753,13584,14016,14426,14874,14904,14904,14904,14904,14904,14904
"Richard Washington",,,,,2069,,,,,,,,,,,,,,,,,,,,
"Richie Guerin",,,,,,,,,,,,,,,12234,13424,14516,14516,14667,14674,14674,14674,14674,14674,14674
"Rick Barry",,,,2059,4834,4834,4834,,,,,,11026,12652,14366,16262,17436,18395,18395,18395,18395,18395,18395,18395,18395
"Ricky Davis",,209,,,,,,5502,7018,8392,9522,,,,,,,,,,,,,,
"Ricky Pierce",,,,,,,,,,,,,,,,,,,13657,14316,14467,14467,14467,14467,14467
"Rik Smits",,,,,,,,,,,,,,,,12871,,,,,,,,,
"RJ Barrett",,803,2067,3469,4454,4454,4454,,,,,,,,,,,,,,,,,,
"Robert Parish",,,,,,,,,,,,,,11814,13119,14523,15584,17070,18313,19520,20635,21629,22495,22884,23174
"Robert Swift",3,15,,,,,,,,,,,,,,,,,,,,,,,
"Rod Strickland",,,,,,,,,,,,,,,,,,13733,14053,14435,14463,14463,14463,14463,14463
"Rolando Blackman",,,,,,,,,6977,8684,10031,11582,13173,14757,16256,17099,17464,17622,17622,17622,17622,17622,17622,17622,17622
"Ron Harper",,,,,,,,,,,,,,,,,,13333,13840,13910,13910,13910,13910,13910,13910
"Ron Mercer",,,,1221,,,,,,,,,,,,,,,,,,,,,
"Rudy Gay",,,846,2478,3971,5538,6607,7839,9205,10662,12094,13298,13860,14515,15461,16187,16903,17349,17528,17528,17528,17528,17528,17528,17528
"Rudy Tomjanovich",,,,,,,,5432,7043,8538,10317,10823,12118,13053,13381,13381,13381,13381,,,,,,,
"Russell Westbrook",,73,1376,2736,4371,6065,7908,8874,10926,12876,15392,17353,19056,20412,22089,23480,24125,24125,24125,24125,24125,24125,24125,24125,24125
"Ryan Anderson",,,487,,,,,,,,,,,,,,,,,,,,,,
"Saddiq Bey",,,,,2173,,,,,,,,,,,,,,,,,,,,
"Sam Cassell",,,,,,,,,,,,,,,,,,,14442,15147,15635,15635,15635,15635,15635
"Sam Jones",,,,,,,,,,,,,,,,,14273,15413,15413,15413,15413,15413,15413,15413,15413
"Sam Perkins",,,,,,,,,,,,,,,,,,13726,14306,14544,15081,15323,15323,15323,15323
"Sasha Pavlović",,39,,,,,,,,,,,,,,,,,,,,,,,
"Scott Wedman",,,,,,,,,,,9004,,,,,,,,,,,,,,
"Scottie Barnes",,,1134,1949,,,,,,,,,,,,,,,,,,,,,
"Scottie Pippen",,,,,,,,,,,9302,10994,12490,14146,14987,15713,16735,17456,18115,18804,18940,18940,18940,18940,18940
"Sean Elliott",,,,,,,,,,7804,9106,,,,,,,,,,,,,,
"Sebastian Telfair",,460,1103,1582,2138,,,,,,,,,,,,,,,,,,,,
"Sekou Doumbouya",8,243,542,,,,,,,,,,,,,,,,,,,,,,
"Serge Ibaka",,,,1269,,,,,,,,,,,,,,,,,,,,,
"Shaedon Sharpe",,396,,,,,,,,,,,,,,,,,,,,,,,
"Shai Gilgeous-Alexander",,,889,2105,3050,4421,5959,5959,,,,,,,,,,,,,,,,,
"Shaquille O'Neal",,,1294,3500,5944,7481,9208,10324,11508,13971,16070,18060,19781,21475,23177,24372,25083,26004,27270,28255,28590,28596,28596,28596,28596
"Shareef Abdur-Rahim",,240,1946,3323,4880,6523,8194,9830,11514,12707,13640,14438,15028,15028,15028,15028,15028,15028,15028,15028,15028,15028,15028,15028,15028
"Shaun Livingston",,222,574,,,,,,,,,,,,,,,,,,,,,,
"Shawn Kemp",,84,629,1739,2939,4288,5754,7369,8964,10362,11590,12661,14043,14439,14915,15347,15347,15347,15347,15347,15347,15347,15347,15347,15347
"Shawn Marion",,,,,,3436,5152,6650,8219,9988,11391,12363,13254,14152,15151,15821,16633,17424,17700,17700,17700,17700,17700,17700,17700
"Sidney Moncrief",,,,,,,,,6723,8308,9779,10239,10842,11594,,,,,,,,,,,
"Sidney Wicks",,,,,,3917,5601,7379,8884,10122,11205,11976,12479,12805,12805,12805,,,,,,,,,
"Spencer Hawes",,334,1210,1933,2517,,,,,,,,,,,,,,,,,,,,
"Spencer Haywood",,,,,2594,4845,6606,8131,9680,10193,11113,12534,13270,13270,14279,14592,14592,14592,14592,14592,14592,14592,14592,14592,14592
"Stan Brown",50,50,,,,,,,,,,,,,,,,,,,,,,,
"Stanley Johnson",,593,932,1531,,,,,,,,,,,,,,,,,,,,,
"Stephen Curry",,,,,2487,3155,4531,6400,8275,10605,12682,14405,15994,16419,17472,20014,21183,21183,21183,21183,21183,21183,21183,21183,21183
"Stephon Marbury",,592,2028,2650,4686,6442,7830,9682,11392,13039,14433,15399,16209,16209,16297,16297,16297,16297,16297,16297,16297,16297,16297,16297,16297
"Steve Francis",,,,,,,,,6788,8367,9623,10133,,,,,,,,,,,,,
"Steve Nash",,,,,,,,,,,,,,,,,,14394,15540,16206,16946,17332,17387,17387,17387
"Steve Smith",,,,,,,,,,,,,,,12289,,13082,13417,,,,,,,
"Talen Horton-Tucker",,34,707,1375,,,,,,,,,,,,,,,,,,,,,
"Terrance Ferguson",,189,702,,,,,,,,,,,,,,,,,,,,,,
"Terry Cummings",,,,1419,3150,5058,6691,8380,9895,11742,13554,14817,15940,16366,16720,17159,17806,18164,18655,19030,19462,19462,19462,19462,19462
"Terry Dischinger",,,,,,3376,4570,,,,,,,,,,,,,,,,,,
"Terry Porter",,,,,,,,,,,,,10942,,,,13359,13816,14531,15143,15573,15586,15586,15586,15586
"Thaddeus Young",,610,1755,2681,3726,4534,5661,7078,8149,9251,10065,11020,12044,12703,13526,13848,14063,14063,14063,14063,14063,14063,14063,14063,14063
"Théo Maledon",,658,1019,1219,,,,,,,,,,,,,,,,,,,,,
"Thon Maker",,108,524,,,,,,,,,,,,,,,,,,,,,,
"Tim Duncan",,,,1731,2656,4531,6351,8440,10324,11862,13204,14689,16288,17796,19246,20641,21663,22558,23785,24904,25974,26496,26496,26496,26496
"Tim Hardaway",,,,,,,,,,,,,,11991,12826,13522,14672,15324,15373,15373,15373,15373,15373,15373,15373
"Tim Thomas",,,567,,,,,,,,,,,,,,,,,,,,,,
"Tiny Archibald",,,,,,3453,6172,6789,8959,10894,11591,11591,12351,13482,14588,15446,16141,16481,16481,16481,16481,16481,16481,16481,16481
"Tobias Harris",,208,811,1704,2868,3984,5305,6791,8435,9694,11056,12313,13084,13084,13084,13084,13084,,,,,,,,
"Tom Chambers",,,,,,,,6005,7228,9137,10811,12896,15097,16608,17736,18628,19521,20024,20024,20043,20049,20049,20049,20049,20049
"Tom Heinsohn",,,,,,,,,6849,8589,10030,11287,12201,12201,,,,,,,,,,,
"Tom Van Arsdale",,,,,,,,,,,,,11045,12638,13637,14152,14225,14225,14225,14225,14225,14225,14225,14225,14225
"Tony Parker",,705,1974,3073,4404,5914,7343,8638,10219,11113,12481,13576,14917,16051,17027,17884,18522,18943,19473,19473,19473,19473,19473,19473,19473
"Tony Wroten",,91,1006,1537,,,,,,,,,,,,,,,,,,,,,
"Tracy McGrady",451,909,2122,4187,6135,8542,10420,12423,13570,15317,16744,17289,17534,18108,18381,18381,18381,18381,18381,18381,18381,18381,18381,18381,18381
"Trae Young",,,1549,3327,4921,7076,8362,8362,8362,8362,,,,,,,,,,,,,,,
"Trevor Ariza",,468,732,1238,,,,,,,,,,,,,,,,,,,,,
"Trey Lyles",,,527,,,,,,,,,,,,,,,,,,,,,,
"Tristan Thompson",,,,1224,2240,,,,,,,,,,,,,,,,,,,,
"Troy Brown Jr.",,248,842,,,,,,,,,,,,,,,,,,,,,,
"Tyler Herro",,509,919,2344,3631,3783,,,,,,,,,,,,,,,,,,,
"Tyreke Evans",,,1450,2462,3499,4486,5528,6841,7220,,,,,,,,,,,,,,,,
"Tyrese Haliburton",,,,1622,2793,,,,,,,,,,,,,,,,,,,,
"Tyrese Maxey",,,600,2017,2463,,,,,,,,,,,,,,,,,,,,
"Tyson Chandler",,436,1127,1340,,,,,,,,,,,,,,,,,,,,,
"Tyus Jones",,156,,,,,,,,,,,,,,,,,,,,,,,
"Usman Garuba",,19,,,,,,,,,,,,,,,,,,,,,,,
"Victor Oladipo",,,,,2398,3551,4618,6353,7028,,,,,,,,,,,,,,,,
"Vin Baker",,,,,,,4472,6170,7496,8154,9445,10328,11049,,,,,,,,,,,,
"Vince Carter",,,,,,4100,6185,6766,8267,9794,11927,13964,15763,17544,18879,20046,20653,21670,22721,23435,23670,24295,24687,25159,25618
"Walt Bellamy",,,,,2495,4730,6889,8870,10690,12189,13561,15088,16005,17207,18733,19928,20939,20945,20945,20945,20945,20945,20945,20945,20945
"Walt Frazier",,,,,,,,,7200,8848,10489,12054,13288,14447,15436,15565,15575,15575,15575,15575,15575,15575,15575,15575,15575
"Walter Davis",,,,,,,,5440,6842,,9157,10714,11059,12582,14449,15666,16933,18140,19064,19521,19521,19521,19521,19521,19521
"Wayman Tisdale",,,,1192,2366,3634,5015,6773,7433,8628,9891,11210,11860,12532,12878,12878,,,,,,,,,
"Wayne Embry",,,,,,,,5545,6928,7871,,,,,,,,,,,,,,,
"Wendell Carter Jr.",,455,939,1427,2476,,,,,,,,,,,,,,,,,,,,
"Willie Naulls",,,,,,,,,,8127,9033,,,,,,,,,,,,,,
"Willis Reed",,,,,,,4366,6050,7783,9538,11065,11212,11972,12182,,,,,,,,,,,
"Wilson Chandler",,,,1439,2432,3532,,,,,,,,,,,,,,,,,,,
"Wilt Chamberlain",,,,,,,5740,9769,13355,16303,18837,21486,23440,25434,27098,27426,29122,30335,31417,31417,31417,31417,31417,31417,31417
"World B. Free",,,,,,,,6087,8036,9257,11081,13002,14265,16087,17463,17778,17953,17953,17953,17953,17953,17953,17953,17953,17953
"Xavier Henry",,165,,,,,,,,,,,,,,,,,,,,,,,
"Xavier McDaniel",,,,,,3294,4963,6640,8111,9484,10609,11720,12648,13235,13235,13581,13606,13606,13606,13606,13606,13606,13606,13606,13606
"Yao Ming",,,,,,,,,,,9196,,,,,,,,,,,,,,
"Yaroslav Korolev",27,39,,,,,,,,,,,,,,,,,,,,,,,
"Yi Jianlian",,,566,,,,,,,,,,,,,,,,,,,,,,
"Zach LaVine",,424,1659,2817,3167,4644,6240,7216,9158,10645,10645,10645,,,,,,,,,,,,,
"Zach Randolph",,,,,2390,3261,4594,6202,7419,8460,10141,11645,11969,13138,14510,15653,16693,17721,18578,18578,18578,18578,18578,18578,18578
"Zaza Pachulia",,145,,1176,2086,,,,,,,,,,,,,,,,,,,,
"Zhaire Smith",,40,,,,,,,,,,,,,,,,,,,,,,,
"Ziaire Williams",,,501,,,,,,,,,,,,,,,,,,,,,,
"Zion Williamson",,448,2187,2187,2941,,,,,,,,,,,,,,,,,,,,